wavelength,absor
82,0.42105263157894723
83,0.4093567251461987
84,0.43274853801169577
85,0.43859649122807
86,0.4444444444444443
87,0.45029239766081863
88,0.43274853801169577
89,0.46198830409356706
90,0.4444444444444443
91,0.4736842105263157
92,0.4795321637426899
93,0.46198830409356706
94,0.4678362573099414
95,0.502923976608187
96,0.5087719298245612
97,0.49122807017543846
98,0.5263157894736841
99,0.5321637426900583
100,0.5146198830409355
101,0.5380116959064326
102,0.5497076023391811
103,0.5263157894736841
104,0.567251461988304
105,0.5701754385964911
106,0.5789473684210524
107,0.5906432748538011
108,0.5964912280701753
109,0.6023391812865495
110,0.6140350877192982
111,0.6198830409356724
112,0.6315789473684209
113,0.6374269005847952
114,0.6491228070175437
115,0.654970760233918
116,0.6666666666666665
117,0.6783625730994151
118,0.654970760233918
119,0.6959064327485378
120,0.7017543859649121
121,0.7134502923976607
122,0.7192982456140349
123,0.7309941520467835
124,0.7368421052631577
125,0.7192982456140349
126,0.7485380116959063
127,0.766081871345029
128,0.7719298245614034
129,0.7777777777777777
130,0.7836257309941519
131,0.7953216374269004
132,0.8011695906432748
133,0.8128654970760232
134,0.8245614035087718
135,0.830409356725146
136,0.8421052631578946
137,0.8187134502923975
138,0.8538011695906431
139,0.8596491228070173
140,0.871345029239766
141,0.8771929824561402
142,0.8888888888888887
143,0.8654970760233917
144,0.9005847953216373
145,0.9064327485380115
146,0.9122807017543858
147,0.9181286549707601
148,0.9005847953216373
149,0.9064327485380115
150,0.9415204678362572
151,0.9239766081871343
152,0.9473684210526314
153,0.9356725146198829
154,0.95906432748538
155,0.9649122807017543
156,0.9707602339181285
157,0.9766081871345027
158,0.95906432748538
159,0.982456140350877
160,0.9746588693957113
161,0.9844054580896684
162,0.9941520467836256
163,0.9970760233918127
164,0.9999999999999998
165,0.9853801169590641
166,0.9883040935672514
167,0.9875243664717347
168,0.9867446393762181
169,0.9859649122807015
170,0.985185185185185
171,0.9844054580896684
172,0.9836257309941518
173,0.9828460038986353
174,0.9820662768031188
175,0.9812865497076022
176,0.9805068226120857
177,0.979727095516569
178,0.9789473684210526
179,0.9781676413255359
180,0.9773879142300194
181,0.9766081871345027
182,0.9758284600389862
183,0.9750487329434696
184,0.9742690058479531
185,0.9734892787524365
186,0.97270955165692
187,0.9719298245614034
188,0.9711500974658868
189,0.9703703703703702
190,0.9695906432748536
191,0.968810916179337
192,0.9680311890838205
193,0.9672514619883039
194,0.9664717348927874
195,0.9656920077972708
196,0.9649122807017543
197,0.95906432748538
198,0.95906432748538
199,0.9532163742690056
200,0.9473684210526314
201,0.9239766081871343
202,0.9415204678362572
203,0.9356725146198829
204,0.9064327485380115
205,0.9239766081871343
206,0.9064327485380115
207,0.9122807017543858
208,0.894736842105263
209,0.9005847953216373
210,0.8830409356725144
211,0.8888888888888887
212,0.8830409356725144
213,0.8723196881091617
214,0.8615984405458088
215,0.850877192982456
216,0.8401559454191032
217,0.8294346978557503
218,0.8187134502923975
219,0.8245614035087718
220,0.830409356725146
