wavelength,absor
56,0.34463276836158196
57,0.34463276836158196
58,0.34463276836158196
59,0.34463276836158196
60,0.34463276836158196
61,0.3389830508474576
62,0.3333333333333335
63,0.32768361581920913
64,0.3220338983050848
65,0.3163841807909604
66,0.30508474576271194
67,0.30508474576271194
68,0.2994350282485876
69,0.2966101694915255
70,0.29378531073446323
71,0.29096045197740117
72,0.2881355932203391
73,0.2881355932203391
74,0.28248587570621475
75,0.28248587570621475
76,0.28248587570621475
77,0.28248587570621475
78,0.2768361581920904
79,0.2768361581920904
80,0.2768361581920904
81,0.2768361581920904
82,0.2768361581920904
83,0.28248587570621475
84,0.28248587570621475
85,0.28248587570621475
86,0.28248587570621475
87,0.2881355932203391
88,0.2881355932203391
89,0.2881355932203391
90,0.29378531073446323
91,0.29378531073446323
92,0.29378531073446323
93,0.2994350282485876
94,0.2994350282485876
95,0.30508474576271194
96,0.30508474576271194
97,0.3107344632768363
98,0.3163841807909604
99,0.3163841807909604
100,0.3163841807909604
101,0.3163841807909604
102,0.3107344632768363
103,0.3107344632768363
104,0.3107344632768363
105,0.3163841807909604
106,0.3220338983050848
107,0.32768361581920913
108,0.3333333333333335
109,0.3333333333333335
110,0.34463276836158196
111,0.34463276836158196
112,0.3502824858757063
113,0.3502824858757063
114,0.3615819209039548
115,0.3615819209039548
116,0.3728813559322034
117,0.384180790960452
118,0.384180790960452
119,0.3954802259887006
120,0.3954802259887006
121,0.4067796610169492
122,0.41242937853107353
123,0.4180790960451978
124,0.4237288135593221
125,0.42937853107344637
126,0.42937853107344637
127,0.4463276836158192
128,0.4463276836158192
129,0.45197740112994356
130,0.4576271186440678
131,0.46327683615819215
132,0.47457627118644075
133,0.480225988700565
134,0.47881355932203395
135,0.4887005649717514
136,0.49858757062146897
137,0.5084745762711865
138,0.518361581920904
139,0.5282485875706215
140,0.538135593220339
141,0.5480225988700566
142,0.557909604519774
143,0.5677966101694916
144,0.5776836158192091
145,0.5875706214689266
146,0.5932203389830509
147,0.6045197740112995
148,0.6158192090395481
149,0.6214689265536724
150,0.6271186440677966
151,0.6384180790960452
152,0.6497175141242938
153,0.6610169491525424
154,0.6610169491525424
155,0.6779661016949153
156,0.6892655367231639
157,0.6836158192090396
158,0.6949152542372882
159,0.7099811676082863
160,0.7250470809792844
161,0.7401129943502825
162,0.7401129943502825
163,0.7514124293785311
164,0.7514124293785311
165,0.7740112994350283
166,0.7740112994350283
167,0.7768361581920904
168,0.7853107344632769
169,0.7937853107344633
170,0.8022598870056498
171,0.8107344632768362
172,0.8192090395480226
173,0.8276836158192091
174,0.8361581920903955
175,0.844632768361582
176,0.8531073446327684
177,0.8615819209039548
178,0.8700564971751412
179,0.8785310734463277
180,0.8870056497175142
181,0.8954802259887006
182,0.9039548022598871
183,0.9152542372881356
184,0.92090395480226
185,0.92090395480226
186,0.9322033898305085
187,0.9378531073446328
188,0.9378531073446328
189,0.9491525423728814
190,0.9491525423728814
191,0.9548022598870056
192,0.9548022598870056
193,0.9576271186440679
194,0.9661016949152543
195,0.9717514124293786
196,0.9717514124293786
197,0.9774011299435028
198,0.9830508474576272
199,0.9830508474576272
200,0.9887005649717515
201,0.9830508474576272
202,0.9868173258003767
203,0.9905838041431263
204,0.9943502824858758
205,0.9943502824858758
206,0.9962335216572505
207,0.9981167608286252
208,1.0
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,0.993220338983051
215,0.992090395480226
216,0.9909604519774011
217,0.9898305084745763
218,0.9887005649717515
219,0.9858757062146892
220,0.9830508474576272
221,0.9830508474576272
222,0.9830508474576272
223,0.9745762711864407
224,0.9717514124293786
225,0.9717514124293786
226,0.9661016949152543
227,0.9548022598870056
228,0.96045197740113
229,0.9510357815442562
230,0.9472693032015067
231,0.9435028248587571
232,0.9435028248587571
233,0.9322033898305085
234,0.9265536723163843
235,0.9265536723163843
236,0.9152542372881356
237,0.9096045197740114
238,0.9039548022598871
239,0.8926553672316384
240,0.8870056497175142
241,0.8813559322033899
242,0.8700564971751412
243,0.864406779661017
244,0.8474576271186441
245,0.8474576271186441
246,0.8361581920903955
247,0.8305084745762712
248,0.8093220338983051
249,0.7994350282485876
250,0.7895480225988701
251,0.7796610169491526
252,0.7796610169491526
253,0.7627118644067797
254,0.7514124293785311
255,0.7344632768361582
256,0.728813559322034
257,0.7062146892655368
258,0.7062146892655368
259,0.6836158192090396
260,0.6836158192090396
261,0.6666666666666667
262,0.6610169491525424
263,0.6384180790960452
264,0.632768361581921
265,0.6045197740112995
266,0.5932203389830509
267,0.5819209039548023
268,0.5706214689265537
269,0.5593220338983051
270,0.5536723163841808
271,0.5310734463276836
272,0.5254237288135594
273,0.5084745762711865
274,0.4915254237288136
275,0.480225988700565
276,0.46327683615819215
277,0.44067796610169496
278,0.44067796610169496
279,0.42937853107344637
280,0.40112994350282494
281,0.40112994350282494
282,0.37853107344632775
283,0.3615819209039548
284,0.34463276836158196
285,0.32768361581920913
286,0.3107344632768363
287,0.3163841807909604
288,0.2881355932203391
289,0.2881355932203391
290,0.27118644067796605
291,0.27118644067796605
292,0.2542372881355932
293,0.23728813559322037
294,0.23163841807909602
295,0.21468926553672318
296,0.2033898305084747
297,0.192090395480226
298,0.18644067796610164
299,0.16384180790960468
300,0.16384180790960468
301,0.15254237288135597
302,0.14689265536723162
303,0.13559322033898313
304,0.12994350282485878
305,0.1186440677966103
306,0.11299435028248594
307,0.10169491525423724
308,0.09604519774011311
309,0.0847457627118644
310,0.07909604519774027
311,0.07344632768361592
312,0.06779661016949157
313,0.05649717514124308
314,0.05649717514124308
315,0.05084745762711873
316,0.04519774011299438
317,0.04519774011299438
318,0.039548022598870025
319,0.033898305084745894
320,0.033898305084745894
321,0.02824858757062154
322,0.025423728813559476
323,0.02259887005649719
324,0.02259887005649719
325,0.02259887005649719
326,0.016949152542372836
327,0.015065913370998052
328,0.01318267419962349
329,0.011299435028248705
330,0.011299435028248705
331,0.011299435028248705
332,0.011299435028248705
333,0.011299435028248705
334,0.011299435028248705
335,0.005492780916509732
336,0.005335844318895333
337,0.00517890772128049
338,0.005021971123666091
339,0.0048650345260514705
340,0.004708097928437072
341,0.004551161330822229
342,0.00439422473320783
343,0.004237288135593209
344,0.00408035153797881
345,0.003923414940364189
346,0.0037664783427495685
347,0.0036095417451349476
348,0.003452605147520549
349,0.003295668549905928
350,0.003138731952291307
351,0.002981795354676686
352,0.0028248587570622874
353,0.0026679221594476665
354,0.0025109855618330457
355,0.002354048964218425
356,0.002197112366604026
357,0.002040175768989405
358,0.0018832391713747842
359,0.0017263025737601634
360,0.0015693659761455425
361,0.0014124293785311437
362,0.0012554927809165228
363,0.001098556183302124
364,0.0009416195856872811
365,0.0007846829880728823
366,0.0006277463904582614
367,0.0004708097928438626
368,0.0003138731952290197
369,0.00015693659761462087
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
