Wavelength (nm),Absorbance
360,0.104996058147
361,0.106405733549
362,0.107972474235
363,0.109663630716
364,0.111354787197
365,0.113045943678
366,0.114605612814
367,0.115754237215
368,0.116902861617
369,0.118051486019
370,0.119200110421
371,0.120554894062
372,0.121925979317
373,0.123297064571
374,0.124668149825
375,0.126180726058
376,0.1277833522
377,0.129385978341
378,0.130988604483
379,0.132655614676
380,0.134476161653
381,0.13629670863
382,0.138117255607
383,0.139937802584
384,0.142078630997
385,0.144226059227
386,0.146373487456
387,0.148520915686
388,0.150633667336
389,0.152728885365
390,0.154824103395
391,0.156919321424
392,0.159020868879
393,0.161134246978
394,0.163247625077
395,0.165361003177
396,0.167472364946
397,0.16952445281
398,0.171576540675
399,0.173628628539
400,0.175680716403
401,0.178117056713
402,0.18070486663
403,0.183292676547
404,0.185880486465
405,0.188510963431
406,0.191205009755
407,0.19389905608
408,0.196593102404
409,0.199277076934
410,0.201853990809
411,0.204430904685
412,0.207007818561
413,0.209584732436
414,0.212327291025
415,0.215119230404
416,0.217911169783
417,0.220703109162
418,0.223841641472
419,0.227200238627
420,0.230558835781
421,0.233911521546
422,0.237205778942
423,0.240500036338
424,0.243794293734
425,0.24708855113
426,0.251264622437
427,0.255655303142
428,0.260045983846
429,0.263874794293
430,0.266467612466
431,0.26906043064
432,0.271653248813
433,0.277844044581
434,0.284680062279
435,0.290675870481
436,0.293139509163
437,0.295603147845
438,0.298066786526
439,0.302490172543
440,0.311507367297
441,0.318795938918
442,0.321515986461
443,0.324236034004
444,0.326956081547
445,0.329938076429
446,0.341163187399
447,0.346542543181
448,0.351583965549
449,0.356753550727
450,0.362092741718
451,0.367431932709
452,0.373439527004
453,0.379752709341
454,0.386171080845
455,0.392967612037
456,0.399764143229
457,0.408192148292
458,0.416162888269
459,0.422047379436
460,0.427931870602
461,0.43567925932
462,0.444260981808
463,0.451538596639
464,0.458331461471
465,0.465987365109
466,0.474351098662
467,0.482416070013
468,0.490348851972
469,0.497371979503
470,0.50444929115
471,0.512162054307
472,0.519834561573
473,0.527203009812
474,0.53457145805
475,0.54195688813
476,0.549343042436
477,0.556298816356
478,0.563337929745
479,0.572651936536
480,0.580820875584
481,0.587913647069
482,0.595181391718
483,0.603190491571
